game_id,repetition,black_agent,white_agent,winner,black_score,white_score,disc_diff
1157,5,alphabeta+frontier,minimax+corner,white,4,59,-55
1158,6,alphabeta+frontier,minimax+corner,white,4,59,-55
1159,7,alphabeta+frontier,minimax+corner,white,4,59,-55
1160,8,alphabeta+frontier,minimax+corner,white,4,59,-55
1161,9,alphabeta+frontier,minimax+corner,white,4,59,-55
1162,10,alphabeta+frontier,minimax+corner,white,4,59,-55
1163,11,alphabeta+frontier,minimax+corner,white,4,59,-55
1164,12,alphabeta+frontier,minimax+corner,white,4,59,-55
1165,13,alphabeta+frontier,minimax+corner,white,4,59,-55
1166,14,alphabeta+frontier,minimax+corner,white,4,59,-55
1167,15,alphabeta+frontier,minimax+corner,white,4,59,-55
1168,16,alphabeta+frontier,minimax+corner,white,4,59,-55
1169,17,alphabeta+frontier,minimax+corner,white,4,59,-55
1170,18,alphabeta+frontier,minimax+corner,white,4,59,-55
1171,19,alphabeta+frontier,minimax+corner,white,4,59,-55
1172,20,alphabeta+frontier,minimax+corner,white,4,59,-55
1173,21,alphabeta+frontier,minimax+corner,white,4,59,-55
1174,22,alphabeta+frontier,minimax+corner,white,4,59,-55
1175,23,alphabeta+frontier,minimax+corner,white,4,59,-55
1176,24,alphabeta+frontier,minimax+corner,white,4,59,-55
1177,25,alphabeta+frontier,minimax+corner,white,4,59,-55
1178,26,alphabeta+frontier,minimax+corner,white,4,59,-55
1179,27,alphabeta+frontier,minimax+corner,black,33,31,2
1180,28,alphabeta+frontier,minimax+corner,white,4,59,-55
1181,29,alphabeta+frontier,minimax+corner,white,4,59,-55
1182,30,alphabeta+frontier,minimax+corner,white,4,59,-55
1183,31,alphabeta+frontier,minimax+corner,white,4,59,-55
1184,32,alphabeta+frontier,minimax+corner,white,4,59,-55
1185,1,alphabeta+frontier,minimax+frontier,black,33,31,2
1186,2,alphabeta+frontier,minimax+frontier,black,33,31,2
1187,3,alphabeta+frontier,minimax+frontier,black,33,31,2
1188,4,alphabeta+frontier,minimax+frontier,black,33,31,2
1189,5,alphabeta+frontier,minimax+frontier,black,33,31,2
1190,6,alphabeta+frontier,minimax+frontier,black,33,31,2
1191,7,alphabeta+frontier,minimax+frontier,black,33,31,2
1192,8,alphabeta+frontier,minimax+frontier,black,33,31,2
1193,9,alphabeta+frontier,minimax+frontier,black,33,31,2
1194,10,alphabeta+frontier,minimax+frontier,black,33,31,2
1195,11,alphabeta+frontier,minimax+frontier,black,33,31,2
1196,12,alphabeta+frontier,minimax+frontier,black,33,31,2
1197,13,alphabeta+frontier,minimax+frontier,black,33,31,2
1198,14,alphabeta+frontier,minimax+frontier,black,33,31,2
1199,15,alphabeta+frontier,minimax+frontier,black,33,31,2
1200,16,alphabeta+frontier,minimax+frontier,black,33,31,2
1201,17,alphabeta+frontier,minimax+frontier,black,33,31,2
1202,18,alphabeta+frontier,minimax+frontier,black,33,31,2
1203,19,alphabeta+frontier,minimax+frontier,black,33,31,2
1204,20,alphabeta+frontier,minimax+frontier,black,33,31,2
1205,21,alphabeta+frontier,minimax+frontier,black,33,31,2
1206,22,alphabeta+frontier,minimax+frontier,black,33,31,2
1207,23,alphabeta+frontier,minimax+frontier,black,33,31,2
1208,24,alphabeta+frontier,minimax+frontier,black,33,31,2
1209,25,alphabeta+frontier,minimax+frontier,black,33,31,2
1210,26,alphabeta+frontier,minimax+frontier,black,33,31,2
1211,27,alphabeta+frontier,minimax+frontier,black,33,31,2
1212,28,alphabeta+frontier,minimax+frontier,black,33,31,2
1213,29,alphabeta+frontier,minimax+frontier,black,33,31,2
1214,30,alphabeta+frontier,minimax+frontier,black,33,31,2
1215,31,alphabeta+frontier,minimax+frontier,black,33,31,2
1216,32,alphabeta+frontier,minimax+frontier,black,33,31,2
1217,1,alphabeta+frontier,alphabeta+mobility,white,17,47,-30
1218,2,alphabeta+frontier,alphabeta+mobility,white,17,47,-30
1219,3,alphabeta+frontier,alphabeta+mobility,white,17,47,-30
1220,4,alphabeta+frontier,alphabeta+mobility,white,17,47,-30
1221,5,alphabeta+frontier,alphabeta+mobility,white,17,47,-30
1222,6,alphabeta+frontier,alphabeta+mobility,white,17,47,-30
1223,7,alphabeta+frontier,alphabeta+mobility,white,17,47,-30
1224,8,alphabeta+frontier,alphabeta+mobility,white,17,47,-30
1225,9,alphabeta+frontier,alphabeta+mobility,white,17,47,-30
1226,10,alphabeta+frontier,alphabeta+mobility,white,17,47,-30
1227,11,alphabeta+frontier,alphabeta+mobility,white,17,47,-30
1228,12,alphabeta+frontier,alphabeta+mobility,white,17,47,-30
1229,13,alphabeta+frontier,alphabeta+mobility,white,17,47,-30
1230,14,alphabeta+frontier,alphabeta+mobility,white,17,47,-30
1231,15,alphabeta+frontier,alphabeta+mobility,white,17,47,-30
1232,16,alphabeta+frontier,alphabeta+mobility,white,17,47,-30
1233,17,alphabeta+frontier,alphabeta+mobility,white,17,47,-30
1234,18,alphabeta+frontier,alphabeta+mobility,white,17,47,-30
1235,19,alphabeta+frontier,alphabeta+mobility,white,17,47,-30
1236,20,alphabeta+frontier,alphabeta+mobility,white,22,42,-20
1237,21,alphabeta+frontier,alphabeta+mobility,white,17,47,-30
1238,22,alphabeta+frontier,alphabeta+mobility,white,17,47,-30
1239,23,alphabeta+frontier,alphabeta+mobility,white,17,47,-30
1240,24,alphabeta+frontier,alphabeta+mobility,white,17,47,-30
1241,25,alphabeta+frontier,alphabeta+mobility,white,17,47,-30
1242,26,alphabeta+frontier,alphabeta+mobility,white,17,47,-30
1243,27,alphabeta+frontier,alphabeta+mobility,white,17,47,-30
1244,28,alphabeta+frontier,alphabeta+mobility,white,17,47,-30
1245,29,alphabeta+frontier,alphabeta+mobility,white,17,47,-30
1246,30,alphabeta+frontier,alphabeta+mobility,white,17,47,-30
1247,31,alphabeta+frontier,alphabeta+mobility,white,17,47,-30
1248,32,alphabeta+frontier,alphabeta+mobility,white,17,47,-30
1249,1,alphabeta+frontier,alphabeta+corner,white,11,53,-42
1250,2,alphabeta+frontier,alphabeta+corner,white,11,53,-42
1251,3,alphabeta+frontier,alphabeta+corner,white,25,39,-14
1252,4,alphabeta+frontier,alphabeta+corner,white,27,37,-10
1253,5,alphabeta+frontier,alphabeta+corner,white,11,53,-42
1254,6,alphabeta+frontier,alphabeta+corner,white,11,53,-42
1255,7,alphabeta+frontier,alphabeta+corner,white,11,53,-42
1256,8,alphabeta+frontier,alphabeta+corner,white,11,53,-42
1257,9,alphabeta+frontier,alphabeta+corner,white,11,53,-42
1258,10,alphabeta+frontier,alphabeta+corner,white,23,41,-18
1259,11,alphabeta+frontier,alphabeta+corner,white,11,53,-42
1260,12,alphabeta+frontier,alphabeta+corner,white,11,53,-42
1261,13,alphabeta+frontier,alphabeta+corner,white,11,53,-42
1262,14,alphabeta+frontier,alphabeta+corner,white,11,53,-42
1263,15,alphabeta+frontier,alphabeta+corner,white,11,53,-42
1264,16,alphabeta+frontier,alphabeta+corner,white,11,53,-42
1265,17,alphabeta+frontier,alphabeta+corner,white,11,53,-42
1266,18,alphabeta+frontier,alphabeta+corner,white,11,53,-42
1267,19,alphabeta+frontier,alphabeta+corner,white,11,53,-42
1268,20,alphabeta+frontier,alphabeta+corner,white,11,53,-42
1269,21,alphabeta+frontier,alphabeta+corner,white,11,53,-42
1270,22,alphabeta+frontier,alphabeta+corner,white,11,53,-42
1271,23,alphabeta+frontier,alphabeta+corner,white,11,53,-42
1272,24,alphabeta+frontier,alphabeta+corner,white,11,53,-42
1273,25,alphabeta+frontier,alphabeta+corner,white,11,53,-42
1274,26,alphabeta+frontier,alphabeta+corner,white,11,53,-42
1275,27,alphabeta+frontier,alphabeta+corner,white,11,53,-42
1276,28,alphabeta+frontier,alphabeta+corner,white,11,53,-42
1277,29,alphabeta+frontier,alphabeta+corner,white,11,53,-42
1278,30,alphabeta+frontier,alphabeta+corner,white,11,53,-42
1279,31,alphabeta+frontier,alphabeta+corner,white,11,53,-42
1280,32,alphabeta+frontier,alphabeta+corner,white,11,53,-42
1281,1,alphabeta+frontier,alphabeta+frontier,white,25,39,-14
1282,2,alphabeta+frontier,alphabeta+frontier,white,25,39,-14
1283,3,alphabeta+frontier,alphabeta+frontier,white,25,39,-14
1284,4,alphabeta+frontier,alphabeta+frontier,white,25,39,-14
1285,5,alphabeta+frontier,alphabeta+frontier,white,25,39,-14
1286,6,alphabeta+frontier,alphabeta+frontier,white,25,39,-14
1287,7,alphabeta+frontier,alphabeta+frontier,white,25,39,-14
1288,8,alphabeta+frontier,alphabeta+frontier,white,25,39,-14
1289,9,alphabeta+frontier,alphabeta+frontier,white,25,39,-14
1290,10,alphabeta+frontier,alphabeta+frontier,white,25,39,-14
1291,11,alphabeta+frontier,alphabeta+frontier,white,25,39,-14
1292,12,alphabeta+frontier,alphabeta+frontier,white,25,39,-14
1293,13,alphabeta+frontier,alphabeta+frontier,white,25,39,-14
1294,14,alphabeta+frontier,alphabeta+frontier,white,25,39,-14
1295,15,alphabeta+frontier,alphabeta+frontier,white,25,39,-14
1296,16,alphabeta+frontier,alphabeta+frontier,white,24,40,-16
1297,17,alphabeta+frontier,alphabeta+frontier,white,25,39,-14
1298,18,alphabeta+frontier,alphabeta+frontier,white,25,39,-14
1299,19,alphabeta+frontier,alphabeta+frontier,white,25,39,-14
1300,20,alphabeta+frontier,alphabeta+frontier,white,25,39,-14
1301,21,alphabeta+frontier,alphabeta+frontier,white,25,39,-14
1302,22,alphabeta+frontier,alphabeta+frontier,white,25,39,-14
1303,23,alphabeta+frontier,alphabeta+frontier,white,25,39,-14
1304,24,alphabeta+frontier,alphabeta+frontier,white,25,39,-14
1305,25,alphabeta+frontier,alphabeta+frontier,white,25,39,-14
1306,26,alphabeta+frontier,alphabeta+frontier,white,25,39,-14
1307,27,alphabeta+frontier,alphabeta+frontier,white,25,39,-14
1308,28,alphabeta+frontier,alphabeta+frontier,white,25,39,-14
1309,29,alphabeta+frontier,alphabeta+frontier,white,25,39,-14
1310,30,alphabeta+frontier,alphabeta+frontier,white,25,39,-14
1311,31,alphabeta+frontier,alphabeta+frontier,white,25,39,-14
1312,32,alphabeta+frontier,alphabeta+frontier,white,25,39,-14
1313,1,alphabeta+frontier,random,black,49,15,34
1314,2,alphabeta+frontier,random,black,38,26,12
1315,3,alphabeta+frontier,random,black,47,17,30
1316,4,alphabeta+frontier,random,black,54,10,44
1317,5,alphabeta+frontier,random,white,20,44,-24
1318,6,alphabeta+frontier,random,white,24,40,-16
1319,7,alphabeta+frontier,random,black,51,13,38
1320,8,alphabeta+frontier,random,black,50,14,36
1321,9,alphabeta+frontier,random,black,34,30,4
1322,10,alphabeta+frontier,random,white,27,37,-10
1323,11,alphabeta+frontier,random,black,42,22,20
1324,12,alphabeta+frontier,random,black,49,15,34
1325,13,alphabeta+frontier,random,white,18,46,-28
1326,14,alphabeta+frontier,random,black,46,18,28
1327,15,alphabeta+frontier,random,black,33,31,2
1328,16,alphabeta+frontier,random,black,47,17,30
1329,17,alphabeta+frontier,random,black,55,9,46
1330,18,alphabeta+frontier,random,black,51,13,38
1331,19,alphabeta+frontier,random,black,53,11,42
1332,20,alphabeta+frontier,random,black,51,13,38
1333,21,alphabeta+frontier,random,black,50,14,36
1334,22,alphabeta+frontier,random,black,48,16,32
1335,23,alphabeta+frontier,random,black,42,22,20
1336,24,alphabeta+frontier,random,black,48,16,32
1337,25,alphabeta+frontier,random,black,46,18,28
1338,26,alphabeta+frontier,random,black,34,30,4
1339,27,alphabeta+frontier,random,white,16,48,-32
1340,28,alphabeta+frontier,random,black,42,22,20
1341,29,alphabeta+frontier,random,white,21,43,-22
1342,30,alphabeta+frontier,random,black,55,9,46
1343,31,alphabeta+frontier,random,black,45,19,26
1344,32,alphabeta+frontier,random,black,43,21,22
1345,1,random,minimax+mobility,white,18,46,-28
1346,2,random,minimax+mobility,white,20,44,-24
1347,3,random,minimax+mobility,white,31,33,-2
1348,4,random,minimax+mobility,white,23,41,-18
1349,5,random,minimax+mobility,white,18,46,-28
1350,6,random,minimax+mobility,white,17,47,-30
1351,7,random,minimax+mobility,white,29,35,-6
1352,8,random,minimax+mobility,white,13,51,-38
1353,9,random,minimax+mobility,white,17,47,-30
1354,10,random,minimax+mobility,white,14,49,-35
1355,11,random,minimax+mobility,white,16,48,-32
1356,12,random,minimax+mobility,white,20,44,-24
1357,13,random,minimax+mobility,white,11,53,-42
1358,14,random,minimax+mobility,black,38,26,12
1359,15,random,minimax+mobility,black,40,24,16
1360,16,random,minimax+mobility,white,28,36,-8
1361,17,random,minimax+mobility,black,33,31,2
1362,18,random,minimax+mobility,white,30,34,-4
1363,19,random,minimax+mobility,white,15,49,-34
1364,20,random,minimax+mobility,white,1,63,-62
1365,21,random,minimax+mobility,white,20,44,-24
1366,22,random,minimax+mobility,white,13,51,-38
1367,23,random,minimax+mobility,white,19,45,-26
1368,24,random,minimax+mobility,white,22,42,-20
1369,25,random,minimax+mobility,white,10,54,-44
1370,26,random,minimax+mobility,white,0,64,-64
1371,27,random,minimax+mobility,white,17,47,-30
1372,28,random,minimax+mobility,white,24,40,-16
1373,29,random,minimax+mobility,black,33,31,2
1374,30,random,minimax+mobility,black,35,29,6
1375,31,random,minimax+mobility,white,8,56,-48
1376,32,random,minimax+mobility,white,23,41,-18
1377,1,random,minimax+corner,white,20,44,-24
1378,2,random,minimax+corner,white,24,40,-16
1379,3,random,minimax+corner,white,16,48,-32
1380,4,random,minimax+corner,white,27,37,-10
1381,5,random,minimax+corner,white,22,42,-20
1382,6,random,minimax+corner,black,34,30,4
1383,7,random,minimax+corner,white,20,44,-24
1384,8,random,minimax+corner,white,20,44,-24
1385,9,random,minimax+corner,white,23,41,-18
1386,10,random,minimax+corner,white,12,52,-40
1387,11,random,minimax+corner,white,19,45,-26
1388,12,random,minimax+corner,white,16,48,-32
1389,13,random,minimax+corner,white,26,38,-12
1390,14,random,minimax+corner,white,17,47,-30
1391,15,random,minimax+corner,black,42,22,20
1392,16,random,minimax+corner,white,25,39,-14
1393,17,random,minimax+corner,black,38,26,12
1394,18,random,minimax+corner,white,9,55,-46
1395,19,random,minimax+corner,white,6,58,-52
1396,20,random,minimax+corner,white,29,35,-6
1397,21,random,minimax+corner,white,19,45,-26
1398,22,random,minimax+corner,white,22,42,-20
1399,23,random,minimax+corner,white,18,46,-28
1400,24,random,minimax+corner,white,17,47,-30
1401,25,random,minimax+corner,white,22,42,-20
1402,26,random,minimax+corner,black,38,26,12
1403,27,random,minimax+corner,white,23,41,-18
1404,28,random,minimax+corner,white,23,41,-18
1405,29,random,minimax+corner,white,21,43,-22
1406,30,random,minimax+corner,white,14,50,-36
1407,31,random,minimax+corner,white,24,40,-16
1408,32,random,minimax+corner,white,27,37,-10
1409,1,random,minimax+frontier,white,18,46,-28
1410,2,random,minimax+frontier,black,33,31,2
1411,3,random,minimax+frontier,black,40,24,16
1412,4,random,minimax+frontier,white,30,34,-4
1413,5,random,minimax+frontier,white,19,45,-26
1414,6,random,minimax+frontier,black,49,15,34
1415,7,random,minimax+frontier,black,33,31,2
1416,8,random,minimax+frontier,white,29,35,-6
1417,9,random,minimax+frontier,black,35,29,6
1418,10,random,minimax+frontier,draw,32,32,0
1419,11,random,minimax+frontier,black,35,29,6
1420,12,random,minimax+frontier,white,20,44,-24
1421,13,random,minimax+frontier,white,27,37,-10
1422,14,random,minimax+frontier,white,8,56,-48
1423,15,random,minimax+frontier,draw,32,32,0
1424,16,random,minimax+frontier,white,26,38,-12
1425,17,random,minimax+frontier,white,22,42,-20
1426,18,random,minimax+frontier,white,12,52,-40
1427,19,random,minimax+frontier,white,13,51,-38
1428,20,random,minimax+frontier,black,42,22,20
1429,21,random,minimax+frontier,white,18,46,-28
1430,22,random,minimax+frontier,white,21,43,-22
1431,23,random,minimax+frontier,white,18,46,-28
1432,24,random,minimax+frontier,white,12,52,-40
1433,25,random,minimax+frontier,white,27,37,-10
1434,26,random,minimax+frontier,black,49,0,49
1435,27,random,minimax+frontier,white,29,35,-6
1436,28,random,minimax+frontier,white,25,39,-14
1437,29,random,minimax+frontier,white,16,48,-32
1438,30,random,minimax+frontier,white,8,56,-48
1439,31,random,minimax+frontier,white,13,51,-38
1440,32,random,minimax+frontier,black,42,22,20
1441,1,random,alphabeta+mobility,draw,32,32,0
1442,2,random,alphabeta+mobility,white,12,52,-40
1443,3,random,alphabeta+mobility,white,16,48,-32
1444,4,random,alphabeta+mobility,black,41,23,18
1445,5,random,alphabeta+mobility,black,50,13,37
1446,6,random,alphabeta+mobility,draw,32,32,0
1447,7,random,alphabeta+mobility,black,37,27,10
1448,8,random,alphabeta+mobility,white,12,52,-40
1449,9,random,alphabeta+mobility,white,3,61,-58
1450,10,random,alphabeta+mobility,white,12,52,-40
1451,11,random,alphabeta+mobility,white,19,45,-26
1452,12,random,alphabeta+mobility,white,13,51,-38
1453,13,random,alphabeta+mobility,white,23,41,-18
1454,14,random,alphabeta+mobility,white,11,53,-42
1455,15,random,alphabeta+mobility,white,17,47,-30
1456,16,random,alphabeta+mobility,white,21,43,-22
1457,17,random,alphabeta+mobility,white,11,53,-42
1458,18,random,alphabeta+mobility,white,14,50,-36
1459,19,random,alphabeta+mobility,white,15,49,-34
1460,20,random,alphabeta+mobility,white,22,42,-20
1461,21,random,alphabeta+mobility,white,23,41,-18
1462,22,random,alphabeta+mobility,white,10,54,-44
1463,23,random,alphabeta+mobility,white,14,50,-36
1464,24,random,alphabeta+mobility,white,10,54,-44
1465,25,random,alphabeta+mobility,white,3,61,-58
1466,26,random,alphabeta+mobility,white,22,42,-20
1467,27,random,alphabeta+mobility,white,20,44,-24
1468,28,random,alphabeta+mobility,white,13,51,-38
1469,29,random,alphabeta+mobility,white,28,36,-8
1470,30,random,alphabeta+mobility,white,19,45,-26
1471,31,random,alphabeta+mobility,white,15,49,-34
1472,32,random,alphabeta+mobility,white,15,49,-34
1473,1,random,alphabeta+corner,white,30,34,-4
1474,2,random,alphabeta+corner,white,18,46,-28
1475,3,random,alphabeta+corner,white,17,47,-30
1476,4,random,alphabeta+corner,white,24,40,-16
1477,5,random,alphabeta+corner,white,16,48,-32
1478,6,random,alphabeta+corner,white,12,52,-40
1479,7,random,alphabeta+corner,white,25,39,-14
1480,8,random,alphabeta+corner,white,29,35,-6
1481,9,random,alphabeta+corner,white,13,51,-38
1482,10,random,alphabeta+corner,white,12,52,-40
1483,11,random,alphabeta+corner,white,18,46,-28
1484,12,random,alphabeta+corner,white,16,48,-32
1485,13,random,alphabeta+corner,white,28,36,-8
1486,14,random,alphabeta+corner,white,23,41,-18
1487,15,random,alphabeta+corner,white,16,48,-32
1488,16,random,alphabeta+corner,white,13,51,-38
1489,17,random,alphabeta+corner,white,31,33,-2
1490,18,random,alphabeta+corner,white,16,48,-32
1491,19,random,alphabeta+corner,white,16,48,-32
1492,20,random,alphabeta+corner,white,21,43,-22
1493,21,random,alphabeta+corner,white,23,41,-18
1494,22,random,alphabeta+corner,white,26,38,-12
1495,23,random,alphabeta+corner,white,16,48,-32
1496,24,random,alphabeta+corner,white,15,49,-34
1497,25,random,alphabeta+corner,white,24,40,-16
1498,26,random,alphabeta+corner,white,11,53,-42
1499,27,random,alphabeta+corner,white,28,36,-8
1500,28,random,alphabeta+corner,white,18,46,-28
1501,29,random,alphabeta+corner,white,11,53,-42
1502,30,random,alphabeta+corner,white,9,55,-46
1503,31,random,alphabeta+corner,white,17,47,-30
1504,32,random,alphabeta+corner,white,11,53,-42
1505,1,random,alphabeta+frontier,white,12,52,-40
1506,2,random,alphabeta+frontier,white,16,48,-32
1507,3,random,alphabeta+frontier,white,26,38,-12
1508,4,random,alphabeta+frontier,white,30,34,-4
1509,5,random,alphabeta+frontier,white,22,42,-20
1510,6,random,alphabeta+frontier,black,47,17,30
1511,7,random,alphabeta+frontier,white,25,39,-14
1512,8,random,alphabeta+frontier,white,20,44,-24
1513,9,random,alphabeta+frontier,black,40,24,16
1514,10,random,alphabeta+frontier,white,9,55,-46
1515,11,random,alphabeta+frontier,white,19,45,-26
1516,12,random,alphabeta+frontier,white,30,34,-4
1517,13,random,alphabeta+frontier,white,29,35,-6
1518,14,random,alphabeta+frontier,white,28,36,-8
1519,15,random,alphabeta+frontier,white,14,50,-36
1520,16,random,alphabeta+frontier,white,18,46,-28
1521,17,random,alphabeta+frontier,white,23,41,-18
1522,18,random,alphabeta+frontier,white,25,39,-14
1523,19,random,alphabeta+frontier,white,21,43,-22
1524,20,random,alphabeta+frontier,black,33,31,2
1525,21,random,alphabeta+frontier,draw,32,32,0
1526,22,random,alphabeta+frontier,black,46,18,28
1527,23,random,alphabeta+frontier,black,34,30,4
1528,24,random,alphabeta+frontier,white,30,34,-4
1529,25,random,alphabeta+frontier,white,31,33,-2
1530,26,random,alphabeta+frontier,black,34,30,4
1531,27,random,alphabeta+frontier,black,34,30,4
1532,28,random,alphabeta+frontier,white,23,41,-18
1533,29,random,alphabeta+frontier,white,15,49,-34
1534,30,random,alphabeta+frontier,white,7,57,-50
1535,31,random,alphabeta+frontier,black,37,27,10
1536,32,random,alphabeta+frontier,black,39,25,14
1537,1,random,random,white,29,35,-6
1538,2,random,random,black,34,30,4
1539,3,random,random,white,24,40,-16
1540,4,random,random,white,31,33,-2
1541,5,random,random,white,26,38,-12
1542,6,random,random,black,33,31,2
1543,7,random,random,black,42,22,20
1544,8,random,random,white,17,47,-30
1545,9,random,random,white,29,35,-6
1546,10,random,random,black,38,26,12
1547,11,random,random,black,39,25,14
1548,12,random,random,black,34,30,4
1549,13,random,random,white,28,36,-8
1550,14,random,random,black,34,30,4
1551,15,random,random,black,40,24,16
1552,16,random,random,white,18,46,-28
1553,17,random,random,white,25,39,-14
1554,18,random,random,black,42,22,20
1555,19,random,random,black,40,24,16
1556,20,random,random,white,23,41,-18
1557,21,random,random,white,30,34,-4
1558,22,random,random,black,39,25,14
1559,23,random,random,white,21,43,-22
1560,24,random,random,white,29,35,-6
1561,25,random,random,black,41,23,18
1562,26,random,random,white,28,36,-8
1563,27,random,random,white,27,37,-10
1564,28,random,random,black,41,23,18
1565,29,random,random,white,24,40,-16
1566,30,random,random,white,22,42,-20
1567,31,random,random,white,18,46,-28
1568,32,random,random,black,50,14,36
